Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Sales,Rating
BB0245,9.89,Low Fat,0.064,Snacks,OUT018,2002,Small,Tier 3,Supermarket,1861.34,3.5
BB0246,11.35,Low Fat,0.026,Snacks,OUT046,1998,Small,Tier 3,Grocery Store,4657.65,2.5
BB0247,19.36,Regular,0.197,Dairy,OUT049,2003,Small,Tier 2,Grocery Store,3733.75,2.2
BB0248,10.56,Non-Edible,0.057,Soft Drinks,OUT045,1998,High,Tier 2,Grocery Store,2817.2,3.2
BB0249,3.32,Regular,0.093,Dairy,OUT045,2004,Medium,Tier 2,Hypermarket,3042.73,3.9
BB0250,12.57,Low Fat,0.051,Soft Drinks,OUT027,2011,Medium,Tier 1,Supermarket,1959.83,4.1
BB0251,15.42,Non-Edible,0.074,Snacks,OUT049,2011,Medium,Tier 3,Hypermarket,2312.41,2.4
BB0252,4.16,Non-Edible,0.133,Soft Drinks,OUT027,2016,High,Tier 1,Grocery Store,2698.55,2.3
BB0253,10.49,Low Fat,0.032,Dairy,OUT027,1998,High,Tier 1,Grocery Store,784.44,2.5
BB0254,17.73,Regular,0.028,Snacks,OUT045,2015,High,Tier 1,Hypermarket,551.47,1.4
BB0255,15.21,Regular,0.193,Dairy,OUT049,2012,Small,Tier 2,Grocery Store,1075.48,1.3
BB0256,18.77,Non-Edible,0.087,Snacks,OUT019,2006,Medium,Tier 3,Supermarket,1942.82,2.3
BB0257,11.03,Non-Edible,0.178,Baking Goods,OUT018,1996,Small,Tier 3,Hypermarket,1673.8,2
BB0258,3.64,Non-Edible,0.199,Dairy,OUT019,1996,Medium,Tier 2,Supermarket,1327.9,3.7
BB0259,8.82,Regular,0.092,Snacks,OUT049,2007,Small,Tier 1,Hypermarket,580.67,1.7
BB0260,8.25,Regular,0.185,Health,OUT027,2007,Small,Tier 1,Hypermarket,3527.98,2.6
BB0261,10.51,Non-Edible,0.144,Baking Goods,OUT035,1997,High,Tier 2,Grocery Store,2905.96,3.5
BB0262,5.99,Low Fat,0.143,Vegetables,OUT019,2017,Small,Tier 2,Hypermarket,3757.39,1.1
BB0263,2.82,Non-Edible,0.052,Frozen Foods,OUT019,2003,Medium,Tier 2,Grocery Store,713.14,3.2
BB0264,9.71,Non-Edible,0.014,Dairy,OUT045,1996,High,Tier 2,Supermarket,1240.28,1.2
BB0265,16.69,Low Fat,0.082,Frozen Foods,OUT035,2014,Medium,Tier 3,Grocery Store,1600.96,2.6
BB0266,11.78,Non-Edible,0.176,Snacks,OUT049,2016,Medium,Tier 3,Supermarket,4172.07,1.4
BB0267,17.39,Regular,0.068,Soft Drinks,OUT045,2022,High,Tier 3,Supermarket,3884.44,2.5
BB0268,4.07,Non-Edible,0.107,Canned,OUT019,1997,High,Tier 3,Grocery Store,2265.73,4.1
BB0269,19.22,Low Fat,0.178,Health,OUT046,2013,Small,Tier 2,Hypermarket,1322.67,4.1
BB0270,4.59,Regular,0.154,Baking Goods,OUT046,2007,Small,Tier 1,Hypermarket,4185.34,2.4
BB0271,11.68,Regular,0.156,Fruits,OUT035,2014,Small,Tier 1,Supermarket,2888.12,3.4
BB0272,13.18,Regular,0.148,Vegetables,OUT046,2009,Small,Tier 1,Hypermarket,1026.93,2.1
BB0273,18.42,Non-Edible,0.153,Frozen Foods,OUT045,1995,High,Tier 1,Grocery Store,4351.4,4.1
BB0274,5.6,Non-Edible,0.054,Health,OUT035,2010,Medium,Tier 3,Grocery Store,3579.51,2.5
BB0275,7.93,Non-Edible,0.018,Dairy,OUT045,1996,High,Tier 3,Grocery Store,4353.79,3.1
BB0276,4.49,Regular,0.027,Vegetables,OUT035,2003,Small,Tier 2,Grocery Store,918.42,3.2
BB0277,11.1,Regular,0.061,Dairy,OUT046,2004,Small,Tier 3,Supermarket,513.16,3.1
BB0278,9.68,Regular,0.176,Fruits,OUT018,1999,Small,Tier 1,Grocery Store,4148.94,1.7
BB0279,7.33,Non-Edible,0.174,Vegetables,OUT018,2013,Medium,Tier 3,Supermarket,779.81,1.2
BB0280,12,Non-Edible,0.058,Health,OUT019,2022,Medium,Tier 3,Grocery Store,1750.02,3.6
BB0281,18.54,Non-Edible,0.073,Snacks,OUT035,1997,Small,Tier 3,Hypermarket,760.5,3.5
BB0282,15.29,Low Fat,0.086,Household,OUT027,2022,Medium,Tier 2,Supermarket,1283.59,1.1
BB0283,11.53,Low Fat,0.146,Vegetables,OUT046,2012,Medium,Tier 1,Grocery Store,2430.53,2.8
BB0284,5.47,Low Fat,0.062,Canned,OUT049,1997,High,Tier 1,Supermarket,3291.53,3.7
BB0285,16.53,Non-Edible,0.028,Baking Goods,OUT027,2018,Small,Tier 2,Grocery Store,907.51,2.3
BB0286,16.82,Non-Edible,0.163,Frozen Foods,OUT018,2016,Small,Tier 3,Grocery Store,3356.77,2.7
BB0287,16.61,Low Fat,0.041,Health,OUT035,2002,Small,Tier 1,Grocery Store,3841.17,1.7
BB0288,7.68,Non-Edible,0.095,Frozen Foods,OUT027,2003,High,Tier 3,Hypermarket,2903.71,2.4
BB0289,10.95,Regular,0.159,Dairy,OUT045,2019,Medium,Tier 2,Hypermarket,4491,1.5
BB0290,6.62,Regular,0.072,Fruits,OUT049,2021,High,Tier 1,Grocery Store,4016.43,4
BB0291,19.36,Regular,0.076,Canned,OUT027,1995,Medium,Tier 3,Supermarket,922.69,2.8
BB0292,10.57,Low Fat,0.021,Health,OUT027,2001,Medium,Tier 1,Hypermarket,2404.2,2.9
BB0293,5.3,Non-Edible,0.129,Frozen Foods,OUT049,2009,High,Tier 3,Supermarket,2061.95,3.8
BB0294,8.06,Non-Edible,0.026,Fruits,OUT046,2012,Medium,Tier 3,Grocery Store,2569.06,2.9
BB0295,10.32,Non-Edible,0.107,Frozen Foods,OUT035,2008,Small,Tier 3,Hypermarket,4644.9,1.7
BB0296,5.99,Non-Edible,0.113,Fruits,OUT045,2000,Small,Tier 3,Supermarket,2992.67,3.7
BB0297,3.73,Regular,0.033,Vegetables,OUT019,2007,High,Tier 2,Supermarket,1063.83,3.2
BB0298,12.58,Non-Edible,0.138,Health,OUT046,2018,High,Tier 3,Hypermarket,1658.12,1.1
BB0299,2.87,Non-Edible,0.184,Baking Goods,OUT018,2021,High,Tier 2,Supermarket,1146.11,1.4
BB0300,15.19,Low Fat,0.17,Household,OUT045,1997,High,Tier 2,Hypermarket,1343.6,2.4
BB0301,4.05,Non-Edible,0.066,Snacks,OUT049,2006,Medium,Tier 3,Grocery Store,659.46,2.1
BB0302,3.67,Regular,0.16,Baking Goods,OUT049,2016,High,Tier 3,Hypermarket,4788.49,3.3
BB0303,5.64,Regular,0.062,Baking Goods,OUT035,2004,Medium,Tier 1,Hypermarket,1209.89,4.5
BB0304,10.02,Regular,0.14,Dairy,OUT045,1995,Medium,Tier 2,Hypermarket,4076.54,3.9
BB0305,15.51,Non-Edible,0.052,Dairy,OUT035,2018,High,Tier 2,Grocery Store,3946.49,4.8
BB0306,15.68,Low Fat,0.17,Soft Drinks,OUT045,2018,High,Tier 3,Grocery Store,2873.95,2.7
BB0307,4.81,Regular,0.059,Soft Drinks,OUT049,2003,Medium,Tier 3,Grocery Store,3501.78,3.8
BB0308,4.93,Low Fat,0.169,Soft Drinks,OUT046,2017,Medium,Tier 3,Grocery Store,4678.06,4.4
BB0309,18.55,Non-Edible,0.091,Frozen Foods,OUT045,2013,Medium,Tier 1,Grocery Store,3572.12,1.4
BB0310,7.42,Regular,0.056,Soft Drinks,OUT018,2022,Medium,Tier 2,Grocery Store,1590.33,2.3
BB0311,15.99,Low Fat,0.192,Frozen Foods,OUT027,2016,Small,Tier 2,Hypermarket,1527.61,3.4
BB0312,5.72,Low Fat,0.185,Household,OUT046,1996,Small,Tier 3,Supermarket,1911.89,4.9
BB0313,19.79,Low Fat,0.065,Fruits,OUT049,2003,Small,Tier 2,Hypermarket,584.9,2.9
BB0314,14.62,Regular,0.158,Household,OUT035,1997,Small,Tier 3,Hypermarket,4768.58,2.6
BB0315,19.3,Regular,0.138,Vegetables,OUT019,2016,High,Tier 1,Grocery Store,1634.1,1.7
BB0316,19.18,Non-Edible,0.048,Health,OUT027,2002,Small,Tier 1,Supermarket,4533.67,1.7
BB0317,15.13,Non-Edible,0.028,Vegetables,OUT045,2014,Small,Tier 3,Grocery Store,1520.91,3.5
BB0318,16.93,Regular,0.142,Dairy,OUT027,2015,Small,Tier 1,Hypermarket,810.05,1
BB0319,2.58,Regular,0.045,Frozen Foods,OUT018,2002,Small,Tier 3,Grocery Store,3274.13,1.4
BB0320,17.94,Non-Edible,0.059,Baking Goods,OUT018,2006,Medium,Tier 2,Supermarket,1422.91,5
BB0321,8.48,Low Fat,0.012,Canned,OUT019,2019,Small,Tier 1,Hypermarket,2636.61,1.1
BB0322,19.33,Non-Edible,0.052,Dairy,OUT046,2004,Small,Tier 3,Hypermarket,1352.2,4.2
BB0323,10.68,Non-Edible,0.102,Vegetables,OUT045,2014,Small,Tier 3,Hypermarket,969.54,2.9
BB0324,8.28,Regular,0.05,Household,OUT019,2005,Medium,Tier 2,Hypermarket,3503.79,4.9
BB0325,2.28,Low Fat,0.114,Household,OUT045,2014,Medium,Tier 2,Grocery Store,4661.33,4.5
BB0326,13.42,Non-Edible,0.031,Dairy,OUT035,2000,Medium,Tier 2,Supermarket,4480.26,3.5
BB0327,11.98,Regular,0.047,Household,OUT027,2016,High,Tier 1,Supermarket,2160.97,4.6
BB0328,6.2,Low Fat,0.076,Household,OUT049,2013,Medium,Tier 2,Grocery Store,2038.16,2.6
BB0329,17.87,Non-Edible,0.153,Household,OUT045,2020,Medium,Tier 1,Supermarket,4338.23,2.6
BB0330,12.02,Low Fat,0.183,Frozen Foods,OUT035,2017,Medium,Tier 2,Hypermarket,3678.37,4.3
BB0331,6.67,Non-Edible,0.075,Vegetables,OUT018,2007,Medium,Tier 2,Hypermarket,2204.79,3.4
BB0332,14.61,Regular,0.164,Dairy,OUT049,2010,High,Tier 1,Grocery Store,3789,1.2
BB0333,4.83,Low Fat,0.079,Frozen Foods,OUT019,2001,High,Tier 3,Supermarket,3112.29,1.1
BB0334,19.27,Low Fat,0.119,Canned,OUT018,2015,Small,Tier 3,Supermarket,2395.4,3.1
BB0335,17.42,Non-Edible,0.173,Canned,OUT049,2010,High,Tier 3,Supermarket,3603.44,2
BB0336,3.27,Regular,0.057,Canned,OUT049,2005,High,Tier 2,Grocery Store,675.67,1.5
BB0337,2.06,Non-Edible,0.186,Fruits,OUT018,2019,Medium,Tier 1,Hypermarket,1517.67,2.6
BB0338,10.26,Low Fat,0.089,Dairy,OUT027,2012,High,Tier 3,Supermarket,1712.41,1.2
BB0339,14.54,Low Fat,0.172,Fruits,OUT046,2000,High,Tier 2,Supermarket,4352.48,1.9
BB0340,16.74,Low Fat,0.073,Snacks,OUT049,2001,High,Tier 3,Supermarket,2742.19,1.5
BB0341,6.13,Low Fat,0.05,Baking Goods,OUT018,2020,High,Tier 3,Hypermarket,3876.94,1.9
BB0342,10.17,Regular,0.06,Canned,OUT035,2006,Medium,Tier 3,Hypermarket,3849.03,4.4
BB0343,4.5,Non-Edible,0.016,Dairy,OUT019,2011,High,Tier 1,Hypermarket,4973.91,4.6
BB0344,5.44,Low Fat,0.077,Fruits,OUT046,2019,Small,Tier 3,Hypermarket,3135.43,2.9
BB0345,13.07,Non-Edible,0.052,Baking Goods,OUT019,2014,Small,Tier 2,Supermarket,1825.61,3
BB0346,3.83,Low Fat,0.193,Baking Goods,OUT027,1998,High,Tier 1,Hypermarket,4762.36,2.2
BB0347,3.03,Regular,0.189,Frozen Foods,OUT049,2000,Medium,Tier 2,Grocery Store,1018.5,1.2
BB0348,19.84,Low Fat,0.162,Snacks,OUT027,2017,Small,Tier 2,Hypermarket,3712.53,3.6
BB0349,9.49,Low Fat,0.052,Canned,OUT046,2016,High,Tier 3,Supermarket,3181.26,2.2
BB0350,9.57,Non-Edible,0.171,Baking Goods,OUT046,2017,Medium,Tier 2,Supermarket,4450.48,3.3
BB0351,19.6,Low Fat,0.122,Fruits,OUT027,1995,High,Tier 2,Grocery Store,4892.02,4.7
BB0352,17.39,Non-Edible,0.076,Soft Drinks,OUT035,2008,High,Tier 2,Grocery Store,4832.06,3.7
BB0353,16.65,Non-Edible,0.034,Vegetables,OUT046,1995,High,Tier 1,Supermarket,2666.86,2.1
BB0354,9.71,Non-Edible,0.183,Health,OUT027,2006,Medium,Tier 2,Hypermarket,4098.28,2.7
BB0355,3.43,Regular,0.128,Health,OUT035,2017,Medium,Tier 1,Grocery Store,3831.04,4.6
BB0356,6.39,Low Fat,0.064,Fruits,OUT035,1999,High,Tier 2,Grocery Store,843.19,1.3
BB0357,7.4,Regular,0.116,Fruits,OUT035,2017,High,Tier 1,Hypermarket,4795.84,3.3
BB0358,3.59,Non-Edible,0.129,Baking Goods,OUT019,2000,High,Tier 3,Supermarket,4549.53,5
BB0359,6.05,Non-Edible,0.145,Fruits,OUT018,2002,High,Tier 1,Supermarket,2631.28,2.1
BB0360,10.04,Regular,0.159,Fruits,OUT018,2017,Small,Tier 2,Supermarket,3365.31,1.9
BB0361,18,Low Fat,0.025,Health,OUT046,1998,High,Tier 3,Supermarket,1158.54,3.2
BB0362,4.29,Low Fat,0.2,Vegetables,OUT035,2006,Medium,Tier 1,Grocery Store,2455.95,2.3
BB0363,7.26,Low Fat,0.162,Canned,OUT035,2007,High,Tier 2,Supermarket,2470.81,2.5
BB0364,12.31,Low Fat,0.076,Dairy,OUT045,2004,Small,Tier 3,Hypermarket,2574.6,4.1
BB0365,3.09,Low Fat,0.181,Canned,OUT046,2004,Small,Tier 2,Grocery Store,1757.66,3.8
BB0366,4.66,Non-Edible,0.125,Canned,OUT027,2018,Small,Tier 3,Grocery Store,956.32,3.1
BB0367,6.89,Non-Edible,0.019,Frozen Foods,OUT018,2007,Medium,Tier 3,Hypermarket,4942.74,1.8
BB0368,16.59,Regular,0.051,Health,OUT035,2004,Small,Tier 3,Hypermarket,580.75,5
BB0369,10.89,Non-Edible,0.148,Frozen Foods,OUT018,1996,High,Tier 2,Supermarket,3199.14,4.1
BB0370,9.16,Regular,0.138,Soft Drinks,OUT035,2010,Medium,Tier 3,Supermarket,3145.65,1.9
BB0371,16.18,Low Fat,0.058,Canned,OUT049,2001,Medium,Tier 1,Supermarket,928.8,4.1
BB0372,19.51,Regular,0.079,Household,OUT049,2018,Small,Tier 3,Hypermarket,2197.24,4.5
BB0373,9.64,Regular,0.181,Snacks,OUT019,2008,Medium,Tier 2,Grocery Store,2242.22,3.1
BB0374,16.73,Non-Edible,0.165,Household,OUT046,2014,Small,Tier 3,Hypermarket,1777.06,3.9
BB0375,14.45,Low Fat,0.108,Soft Drinks,OUT049,2009,Medium,Tier 1,Supermarket,4287.41,2.5
BB0376,12.09,Regular,0.149,Vegetables,OUT035,2022,Small,Tier 2,Hypermarket,1013.37,4.3
BB0377,11.4,Low Fat,0.109,Snacks,OUT049,2016,Small,Tier 1,Hypermarket,709.13,3.2
BB0378,7.43,Regular,0.166,Canned,OUT046,2013,High,Tier 2,Hypermarket,2590.21,1.6
BB0379,11.59,Low Fat,0.028,Health,OUT049,1995,Medium,Tier 3,Supermarket,3628.33,3.1
BB0380,16.6,Non-Edible,0.069,Health,OUT018,2017,High,Tier 1,Hypermarket,3200.02,3.4
BB0381,12.07,Low Fat,0.103,Canned,OUT018,2020,Small,Tier 1,Grocery Store,4199.98,4.1
BB0382,3.45,Non-Edible,0.134,Baking Goods,OUT027,2005,Small,Tier 3,Supermarket,3881.72,3.8
BB0383,17.72,Non-Edible,0.08,Health,OUT045,2022,Medium,Tier 3,Grocery Store,3642.2,1.6
BB0384,6.9,Non-Edible,0.085,Household,OUT018,2010,High,Tier 2,Hypermarket,4497.45,4.4
BB0385,11.51,Regular,0.198,Health,OUT046,2015,Medium,Tier 2,Hypermarket,588.86,1.8
BB0386,16.59,Regular,0.041,Snacks,OUT018,1999,Medium,Tier 3,Hypermarket,3940.73,1.9
BB0387,14.16,Low Fat,0.053,Canned,OUT045,1997,High,Tier 1,Hypermarket,628.11,3.6
BB0388,8.65,Regular,0.191,Health,OUT049,2021,Small,Tier 3,Hypermarket,1939.57,3.8
BB0389,12.85,Regular,0.133,Frozen Foods,OUT018,2022,Small,Tier 1,Hypermarket,4598.99,3.6
BB0390,16.52,Non-Edible,0.111,Soft Drinks,OUT019,1996,Medium,Tier 1,Grocery Store,4606.78,4.4
BB0391,6.5,Regular,0.195,Soft Drinks,OUT018,1995,High,Tier 1,Supermarket,4947.35,4.8
BB0392,18.76,Regular,0.071,Vegetables,OUT035,2019,Small,Tier 1,Supermarket,2171.84,4.6
BB0393,9.5,Regular,0.117,Household,OUT018,2006,Medium,Tier 1,Supermarket,3614.88,2.2
BB0394,11.08,Regular,0.111,Household,OUT049,2022,High,Tier 2,Hypermarket,2945.7,3.6
BB0395,3.61,Regular,0.132,Soft Drinks,OUT046,2011,Medium,Tier 3,Supermarket,3372.22,4.1
BB0396,10.56,Low Fat,0.098,Frozen Foods,OUT018,2011,Small,Tier 2,Hypermarket,3702.41,1.6
BB0397,12.46,Regular,0.16,Soft Drinks,OUT027,1999,Medium,Tier 3,Grocery Store,4031.69,1.8
BB0398,19.11,Non-Edible,0.192,Baking Goods,OUT046,2004,Medium,Tier 3,Grocery Store,3391.26,2.7
BB0399,18.1,Regular,0.18,Frozen Foods,OUT027,2003,Medium,Tier 1,Hypermarket,1391.34,2
BB0400,3.48,Non-Edible,0.113,Fruits,OUT019,2008,Medium,Tier 3,Grocery Store,4413.99,1.6
BB0401,9.66,Regular,0.134,Health,OUT018,2018,Medium,Tier 2,Grocery Store,1643.44,3.1
BB0402,11.4,Regular,0.145,Frozen Foods,OUT045,1999,Small,Tier 2,Supermarket,1138.81,1.1
BB0403,12.05,Non-Edible,0.187,Household,OUT035,2022,Medium,Tier 1,Grocery Store,2475.06,1.2
BB0404,7.4,Regular,0.103,Vegetables,OUT049,1995,Small,Tier 2,Supermarket,2769.16,3.1
BB0405,7.5,Low Fat,0.129,Household,OUT019,1996,High,Tier 3,Supermarket,3956.02,3.9
BB0406,10.99,Regular,0.172,Snacks,OUT046,2020,Medium,Tier 2,Hypermarket,3505.5,1.9
BB0407,7.8,Regular,0.1,Dairy,OUT049,2013,Small,Tier 2,Hypermarket,3495,4.5
BB0408,2.33,Non-Edible,0.122,Health,OUT019,1997,Small,Tier 3,Hypermarket,3536.8,2.6
BB0409,4.94,Low Fat,0.071,Vegetables,OUT045,2013,High,Tier 3,Hypermarket,1277.47,3.5
BB0410,13.96,Non-Edible,0.028,Fruits,OUT018,2006,Small,Tier 3,Grocery Store,2921.02,3.9
BB0411,6.8,Regular,0.122,Health,OUT049,2007,Medium,Tier 2,Hypermarket,4899.32,1.7
BB0412,7.78,Regular,0.093,Frozen Foods,OUT019,2017,Small,Tier 2,Hypermarket,4043.99,4.9
BB0413,16.94,Regular,0.089,Dairy,OUT046,2014,Small,Tier 3,Hypermarket,1605.98,2
BB0414,14.81,Non-Edible,0.042,Baking Goods,OUT019,2020,Medium,Tier 1,Supermarket,2006.12,3.4
BB0415,5.01,Regular,0.19,Dairy,OUT035,1997,High,Tier 3,Grocery Store,3158.57,4.2
BB0416,11.35,Non-Edible,0.163,Soft Drinks,OUT018,2019,Medium,Tier 2,Supermarket,4618.38,3.8
BB0417,15.43,Non-Edible,0.18,Fruits,OUT046,1995,High,Tier 2,Hypermarket,1246.84,2.2
BB0418,11.22,Regular,0.024,Vegetables,OUT019,1999,Small,Tier 1,Grocery Store,2280.69,1.2
BB0419,12.98,Low Fat,0.101,Household,OUT049,2008,High,Tier 3,Supermarket,1281.42,2.7
BB0420,6.03,Regular,0.174,Soft Drinks,OUT046,2005,Small,Tier 3,Supermarket,4706.17,2.8
BB0421,2.76,Low Fat,0.035,Dairy,OUT018,2012,Small,Tier 1,Grocery Store,4306.69,4.3
BB0422,16.04,Non-Edible,0.189,Vegetables,OUT035,2013,Small,Tier 3,Grocery Store,4631.18,3.3
BB0423,18.8,Non-Edible,0.019,Household,OUT049,2008,Small,Tier 1,Grocery Store,3818.7,2.9
BB0424,18.24,Low Fat,0.079,Canned,OUT019,1996,Medium,Tier 1,Supermarket,4264.41,4
BB0425,2.1,Regular,0.142,Frozen Foods,OUT027,2020,Small,Tier 1,Hypermarket,1146.26,1.3
BB0426,2.83,Low Fat,0.153,Household,OUT035,2017,High,Tier 1,Hypermarket,2927.16,3.8
BB0427,3.97,Low Fat,0.184,Fruits,OUT049,1996,Small,Tier 2,Supermarket,3941.48,3.1
BB0428,5.82,Low Fat,0.152,Snacks,OUT019,2010,Medium,Tier 3,Hypermarket,2790.12,5
BB0429,14.55,Low Fat,0.013,Frozen Foods,OUT049,2003,Small,Tier 3,Supermarket,3484.93,4.9
BB0430,15.7,Regular,0.045,Canned,OUT045,1999,Small,Tier 3,Grocery Store,4795.37,1.6
BB0431,17.17,Low Fat,0.016,Fruits,OUT049,1998,Small,Tier 2,Hypermarket,3282.42,1.4
BB0432,5.28,Regular,0.134,Fruits,OUT046,2022,Small,Tier 3,Grocery Store,2602.69,4.2
BB0433,15.14,Low Fat,0.123,Health,OUT049,2000,Medium,Tier 2,Hypermarket,2148.27,2.8
BB0434,18.11,Regular,0.076,Health,OUT049,2015,Small,Tier 1,Grocery Store,3480.86,4.9
BB0435,16.9,Non-Edible,0.022,Household,OUT019,2016,High,Tier 3,Hypermarket,2237.18,2.8
BB0436,10.48,Non-Edible,0.109,Canned,OUT035,2018,Medium,Tier 1,Hypermarket,1054.72,4.4
BB0437,8.29,Non-Edible,0.123,Vegetables,OUT027,2015,Small,Tier 3,Supermarket,1325.76,2.2
BB0438,14.31,Non-Edible,0.037,Household,OUT027,2011,High,Tier 2,Hypermarket,2176.08,2.6
BB0439,3.51,Regular,0.065,Baking Goods,OUT018,2015,Medium,Tier 3,Grocery Store,3407.87,2.3
BB0440,13.83,Regular,0.136,Vegetables,OUT035,2016,Small,Tier 2,Supermarket,4324.18,1.4
BB0441,13.09,Non-Edible,0.136,Snacks,OUT049,2009,Medium,Tier 2,Hypermarket,3389.48,3.5
BB0442,18.61,Regular,0.135,Household,OUT046,1996,High,Tier 2,Hypermarket,2507.65,3.2
BB0443,14.7,Low Fat,0.144,Canned,OUT018,2017,Medium,Tier 3,Grocery Store,806.79,2.1
BB0444,9.56,Regular,0.051,Fruits,OUT049,2006,Small,Tier 1,Grocery Store,2796.43,5
BB0445,18.35,Regular,0.044,Fruits,OUT035,2012,Medium,Tier 2,Hypermarket,2700.12,2.9
BB0446,3.41,Non-Edible,0.064,Soft Drinks,OUT045,2010,Medium,Tier 3,Supermarket,4887.92,1.1
BB0447,14.07,Regular,0.142,Fruits,OUT045,2000,Medium,Tier 1,Supermarket,1725.04,4.4
BB0448,10.3,Low Fat,0.177,Frozen Foods,OUT018,2018,High,Tier 3,Hypermarket,2017.78,2.5
BB0449,6.42,Regular,0.197,Canned,OUT018,2007,Small,Tier 2,Supermarket,855.99,1.4
BB0450,6.38,Non-Edible,0.041,Snacks,OUT018,2004,Medium,Tier 2,Hypermarket,3778,1.5
BB0451,8.83,Low Fat,0.165,Vegetables,OUT049,2012,High,Tier 3,Supermarket,2695.95,3.2
BB0452,18.28,Non-Edible,0.152,Health,OUT018,2006,Medium,Tier 2,Hypermarket,2151.18,3.5
BB0453,3.75,Non-Edible,0.175,Dairy,OUT049,2011,High,Tier 2,Grocery Store,3456.92,2.5
BB0454,17.98,Regular,0.066,Dairy,OUT027,2011,Small,Tier 2,Supermarket,1828.32,3.7
BB0455,3.88,Low Fat,0.023,Frozen Foods,OUT018,2010,High,Tier 3,Supermarket,2559.78,1.6
BB0456,16.42,Regular,0.045,Fruits,OUT049,2005,Small,Tier 3,Supermarket,2698.16,2.4
BB0457,4.5,Regular,0.173,Household,OUT046,2019,High,Tier 2,Grocery Store,3451.72,1.9
BB0458,14.78,Low Fat,0.069,Dairy,OUT049,2001,Small,Tier 2,Grocery Store,3432.31,4.8
BB0459,3.83,Non-Edible,0.171,Frozen Foods,OUT045,2021,High,Tier 1,Supermarket,1826.89,1.9
BB0460,3.08,Regular,0.1,Vegetables,OUT045,1995,High,Tier 2,Grocery Store,3298.51,1.2
BB0461,2.75,Regular,0.079,Canned,OUT019,2008,Small,Tier 3,Grocery Store,2781.82,3
BB0462,5.44,Regular,0.083,Frozen Foods,OUT035,2009,High,Tier 2,Supermarket,4247.99,3.3
BB0463,15.92,Non-Edible,0.044,Soft Drinks,OUT049,2006,Medium,Tier 2,Supermarket,651.66,2.3
BB0464,8.95,Low Fat,0.061,Health,OUT018,2004,Small,Tier 2,Supermarket,2817.2,4.6
BB0465,19.31,Regular,0.11,Frozen Foods,OUT035,2013,Medium,Tier 3,Hypermarket,3188.52,3.9
BB0466,17.15,Non-Edible,0.086,Vegetables,OUT035,2022,High,Tier 2,Hypermarket,4606.64,2.7
BB0467,14.47,Non-Edible,0.17,Frozen Foods,OUT019,2021,High,Tier 3,Supermarket,1098.66,2.2
BB0468,12.96,Non-Edible,0.159,Baking Goods,OUT045,2008,Medium,Tier 1,Hypermarket,2753.25,3.2
BB0469,8.48,Non-Edible,0.079,Household,OUT035,2005,High,Tier 2,Supermarket,1097.13,1.1
BB0470,16.91,Regular,0.173,Fruits,OUT035,2018,High,Tier 1,Grocery Store,4832.77,4.5
BB0471,18.35,Low Fat,0.03,Fruits,OUT035,2012,Medium,Tier 1,Hypermarket,1924.6,2
BB0472,16.77,Regular,0.083,Household,OUT049,2005,High,Tier 3,Hypermarket,1458.31,1.4
BB0473,10.18,Non-Edible,0.177,Baking Goods,OUT027,2000,High,Tier 3,Hypermarket,3791.65,1
BB0474,5.1,Low Fat,0.092,Fruits,OUT018,2010,High,Tier 3,Grocery Store,1288.14,2.7
BB0475,13.48,Non-Edible,0.028,Snacks,OUT018,2017,High,Tier 3,Supermarket,2756.25,2.7
BB0476,4.37,Non-Edible,0.171,Frozen Foods,OUT046,2018,Small,Tier 1,Grocery Store,4341.78,1.2
BB0477,15.09,Non-Edible,0.057,Frozen Foods,OUT046,2008,Medium,Tier 1,Grocery Store,3016.19,4.1
BB0478,17.17,Non-Edible,0.09,Frozen Foods,OUT045,2009,Medium,Tier 1,Supermarket,1967.16,3
BB0479,13.49,Non-Edible,0.089,Fruits,OUT018,2008,High,Tier 2,Grocery Store,2547.82,2.3
BB0480,6.7,Low Fat,0.071,Frozen Foods,OUT019,2005,Small,Tier 2,Supermarket,1021.33,3.2
BB0481,15.13,Low Fat,0.142,Snacks,OUT049,2019,Small,Tier 3,Supermarket,4238.42,2.6
BB0482,19.94,Non-Edible,0.101,Health,OUT019,1999,Small,Tier 2,Grocery Store,2014.26,3.1
BB0483,6.43,Regular,0.166,Health,OUT019,1998,Small,Tier 3,Supermarket,3028.8,2.1
BB0484,16.81,Low Fat,0.058,Frozen Foods,OUT019,2008,Medium,Tier 3,Grocery Store,4459.04,4.4
BB0485,6.27,Regular,0.179,Frozen Foods,OUT046,2017,High,Tier 1,Grocery Store,3035.32,1.1
BB0486,9.51,Regular,0.187,Household,OUT018,2003,High,Tier 3,Hypermarket,4922.41,3.2
BB0487,2.16,Non-Edible,0.016,Household,OUT019,2022,High,Tier 1,Hypermarket,3386.29,1.2
BB0488,17.63,Regular,0.012,Snacks,OUT019,2000,Medium,Tier 2,Grocery Store,3416.32,2.8
BB0489,4.18,Low Fat,0.171,Snacks,OUT019,2020,Small,Tier 2,Hypermarket,800.55,2.8
BB0490,13.1,Non-Edible,0.182,Baking Goods,OUT018,1998,Small,Tier 3,Supermarket,4042.06,4.4
